Symbol,DaysBetterThanSP,daysProfit,Year,Month,Day,dayOfWeek,NameLength,LastSale,MarketCap,Sector,Industry,CEOAge,CEOGender,City,stateCountry,netIncome,employees,IPOafterXYears,MarketMonthTrend,Market3MonthTrend,Market6MonthTrend,MarketYearTrend,USACompany,FiscalMonth,Profitable,Safe,HomeRun
A,122,249,1999,11,18,3,26,68.17,21983228390.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,56,male, Santa Clara, CA,684000000.0,13500,0,1.6011647519999999,2.352507596,2.312974309,2.03984391,Yes,Oct,1,0,1
AAC,131,262,2014,10,2,3,18,11.07,270769100.4,Health Care,Medical Specialities,46,male, Brentwood, TN,-20580000.0,2100,0,-2.452645015,-1.194497793,0.138536036,0.881839488,Yes,Dec,1,1,0
AAP,128,261,2001,11,29,3,22,106.45,7874970874.0,Consumer Services,Other Specialty Stores,59,male, Roanoke, VA,475510000.0,71000,72,0.613550312,1.153715534,-0.128110148,-0.745906107,Yes,Dec,1,0,0
AAT,123,127,2011,1,13,3,27,34.0,1604955992.0,Consumer Services,Real Estate Investment Trusts,79,male, San Diego, CA,29080000.0,194,1,1.6924990880000002,1.824305221,1.813735696,2.26366565,Yes,Dec,0,0,0
AAV,76,1,2001,6,4,0,23,3.15,585784035.9,Energy,Oil & Gas Production,58,male, Calgary, Canada,95040000.0,36,4,-0.23006870699999998,0.8823611840000001,-0.0257798,-0.822976325,No,Dec,0,0,0
AAWW,96,224,2004,7,21,2,28,64.5,1640543826.0,Transportation,Transportation Services,63,male, Purchase, NY,224340000.0,2870,11,-1.931597836,-1.498699601,-1.793099471,0.16966743399999998,Yes,Dec,1,0,0
ABB,59,255,1999,7,23,4,7,23.01,49209335312.0,Consumer Durables,Electrical Products,53,male, Zurich, Switzerland,2180000000.0,134800,11,-0.6769142370000001,0.33540640000000005,0.908095029,1.192028224,No,Dec,1,0,0
ABBV,138,242,2012,12,10,0,11,92.6,147000000000.0,Health Care,Major Pharmaceuticals,63,male, North Chicago, IL,5280000000.0,29000,-1,1.1108917329999999,-0.155739337,0.506131094,0.909482169,Yes,Dec,1,1,0
ABCD,116,136,2009,12,9,2,28,12.22,572618531.9,Consumer Services,Publishing,54,male, Dallas, TX,45060000.0,649,0,-0.619289002,0.853670665,1.127652954,1.511871296,Yes,Dec,1,0,0
ABEO,64,8,1998,1,2,4,24,20.1,949261494.0,Health Care,Major Pharmaceuticals,55,male, Dallas, TX,-27320000.0,42,24,0.9194321540000001,1.082694361,1.5512433909999999,1.33131321,Yes,Dec,0,0,0
ABEV,88,183,1996,8,1,3,10,6.67,105000000000.0,Consumer Non-Durables,Beverages (Production/Distribution),47,male,sao paulo, Brazil,7330000000.0,800,-9,0.0,0.0,0.0,0.0,No,Dec,1,0,0
ABG,107,39,2002,3,14,3,27,68.1,1424192393.0,Consumer Durables,Automotive Aftermarket,52,male, Duluth, GA,139100000.0,8000,7,0.957769454,0.878586517,0.955312501,-0.07971330900000001,Yes,Dec,0,0,0
ABIO,93,44,1997,8,8,4,20,0.535,7444161.2,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,71,male, Westminster, CO,-18490000.0,20,5,-0.107413173,1.051881885,1.5341715880000002,1.838237341,Yes,Dec,0,0,0
ABLX,70,128,2017,10,20,4,9,55.09,960925559.8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),61,male, Ghent, Belgium,-108530000.0,438,16,1.63930179,2.155534046,2.42223508,1.8856991840000001,No,Dec,0,0,0
ABR,124,177,2004,4,7,2,18,8.65,540361477.8,Consumer Services,Real Estate Investment Trusts,54,male, Uniondale, NY,73390000.0,445,1,1.086594456,0.38271789100000003,1.007190925,1.3852997530000002,Yes,Dec,1,0,0
ABTX,126,170,2015,10,8,3,27,40.85,542678156.8,Finance,Major Banks,76,male, Houston, TX,17630000.0,375,7,1.80150808,-0.053560779,-0.648376756,-0.5802932479999999,Yes,Dec,1,0,0
ABUS,75,22,2007,7,23,0,29,5.25,289117694.3,Health Care,Major Pharmaceuticals,67,male, Burnaby, Canada,-84410000.0,130,2,0.783683063,1.4057663390000001,1.420154371,1.6269160219999999,No,Dec,0,0,0
AC,115,262,2015,11,9,0,30,36.55,863869959.2,Finance,Investment Bankers/Brokers/Service,62,male, Rye, NY,8840000.0,71,39,0.501547503,1.096904316,0.379330843,0.34018830899999997,Yes,Dec,1,0,0
ACAD,110,185,2004,5,27,3,27,18.98,2366842897.0,Health Care,Major Pharmaceuticals,56,male, San Diego, CA,-289400000.0,425,11,1.138070196,-0.0045453970000000005,0.118417922,0.9462311040000001,Yes,Dec,1,0,0
ACBI,127,210,2015,11,2,0,33,19.0,489673225.0,Finance,Major Banks,59,male, Atlanta, GA,-3730000.0,353,9,1.840506299,1.498255235,0.744785888,0.829993387,Yes,Dec,1,0,0
ACC,132,255,2004,8,12,3,31,38.93,5320300595.0,Consumer Services,Real Estate Investment Trusts,53,male, Austin, TX,67500000.0,3183,11,-1.978134931,-2.293449645,-2.616188545,-0.598049162,Yes,Dec,1,1,0
ACCO,104,22,2005,8,9,1,23,13.15,1417924879.0,Consumer Durables,Publishing,54,male, Lake Zurich, IL,131699999.99999999,6620,0,0.053094674,1.168196005,1.489999364,1.4388142769999999,Yes,Dec,0,0,0
ACFC,136,241,2004,10,5,1,36,10.23,159105481.6,Finance,Savings Institutions,51,male, Jacksonville, FL,3170000.0,165,-3,1.6441907390000001,1.733375256,1.074028245,0.8657612509999999,Yes,Dec,1,1,0
ACGLO,87,121,2017,8,16,2,23,24.36,0.0,Finance,Property-Casualty Insurers,50,male, Hamilton, Bermuda,612540000.0,3140,17,-0.109611368,1.012885472,1.477303104,1.4516079240000002,No,Dec,0,0,0
ACGLP,127,12,2016,9,23,4,23,23.84,0.0,Finance,Property-Casualty Insurers,50,male, Hamilton, Bermuda,612540000.0,3140,16,0.10782597,0.295597352,0.9977503109999999,1.251170312,No,Dec,0,0,0
ACHC,136,249,2011,11,1,1,31,38.8,3424995194.0,Health Care,Medical Specialities,62,male, Franklin, TN,199840000.0,40600,6,0.227839701,0.7636005309999999,-0.45196021,-0.7413896940000001,Yes,Dec,1,1,0
ACLS,115,7,2000,7,11,1,26,24.45,785680358.7,Technology,Industrial Machinery/Components,58,female, Beverly, MA,126960000.0,985,22,1.270624274,1.214347595,1.027770904,1.338709307,Yes,Dec,0,0,0
ACM,144,260,2007,5,10,3,5,36.34,5784205857.0,Consumer Services,Military/Government/Technical,54,male, Los Angeles, CA,339390000.0,87000,17,0.44499712700000005,1.2889280159999998,1.925350612,1.6645612,Yes,Sep,1,1,0
ACN,121,220,2001,7,19,3,13,151.42,102000000000.0,Miscellaneous,Business Services,58,male, Dublin, Ireland,3450000000.0,425000,12,0.030476119,-0.94454422,-0.453419271,-1.0472880820000001,No,Aug,1,0,0
ACOR,111,117,2006,2,10,4,25,23.35,1095436459.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),62,male, Ardsley, NY,-223360000.0,484,11,-0.705070361,0.11251105,0.9034061290000001,1.403122349,Yes,Dec,0,0,1
ACRE,117,4,2012,4,26,3,39,12.36,353482601.8,Consumer Services,Real Estate Investment Trusts,47,male, Atlanta, GA,30410000.0,1000,15,0.6341412470000001,1.031009076,1.277660046,1.5052821769999998,Yes,Dec,0,0,0
ACRS,128,262,2015,10,7,2,26,17.78,549428527.8,Health Care,Major Pharmaceuticals,47,male, Malvern, PA,-68520000.0,96,3,1.4721409619999999,-0.285172202,-0.9058344070000001,-0.84594065,Yes,Dec,1,0,0
ACRX,109,19,2011,2,11,4,28,2.4,122157969.6,Health Care,Major Pharmaceuticals,49,male, Redwood City, CA,-51510000.0,41,6,1.941645593,1.764702081,1.779079649,2.320822999,Yes,Dec,0,0,0
ADAP,124,50,2015,5,6,2,28,12.36,802097206.6,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),55,male, Abingdon, the United Kingdom,-70890000.0,371,1,-1.429679341,-0.365350144,0.426520645,1.0461466940000002,No,Dec,0,0,0
ADMA,93,257,2013,10,17,3,18,5.07,229758427.1,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),38,male, Hackensack, NJ,-43760000.0,295,7,1.898196959,2.085225785,1.969283649,1.620020605,Yes,Dec,1,0,0
ADMS,125,253,2014,4,10,3,28,24.37,653291975.8,Health Care,Major Pharmaceuticals,53,male, Emeryville, CA,-89490000.0,147,14,-2.0385615969999997,-0.173444039,0.457264081,1.105296186,Yes,Dec,1,0,0
ADRO,124,59,2015,4,15,2,19,7.5,607548645.0,Health Care,Major Pharmaceuticals,68,male, Berkeley, CA,-91860000.0,162,15,1.505896558,1.117827181,1.173114629,1.564274041,Yes,Dec,0,0,0
ADS,133,257,2001,6,8,4,33,210.55,11677381558.0,Miscellaneous,Business Services,54,male, Plano, TX,788700000.0,20000,5,-0.417853871,0.811429085,-0.024202976,-0.8229672440000001,Yes,Dec,1,1,0
ADSW,130,250,2016,10,6,3,32,22.74,2013287128.0,Public Utilities,Environmental Services,52,male, Ponte Vedra, FL,38300000.0,5939,4,0.258921318,-0.23525242,0.804698134,1.136330901,Yes,Dec,1,1,0
ADT,31,14,2018,1,19,4,8,8.99,6734693560.0,Consumer Services,Diversified Commercial Services,56,male, Boca Raton, FL,342630000.0,18000,3,1.71816325,2.262285496,2.438095042,2.716994928,Yes,Dec,0,0,0
ADVM,134,222,2014,7,31,3,29,6.35,395126267.2,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),55,female, Menlo Park, CA,-56150000.0,78,8,-3.612448606,-0.179197965,0.6617778870000001,1.159053656,Yes,Dec,1,1,0
AEL,121,261,2003,12,4,3,47,30.08,2703597078.0,Finance,Life Insurance,62,male, West Des Moines, IA,174650000.0,515,8,1.638821989,1.817335102,1.974953367,1.6269085580000002,Yes,Dec,1,0,0
AEMD,3,61,1998,11,6,4,21,1.3234,22101723.58,Capital Goods,Biotechnology: Laboratory Analytical Instruments,55,male, San Diego, CA,-7280000.0,7,0,1.612872064,2.109216542,1.034936576,1.288651075,Yes,Mar,0,0,0
AER,114,227,2006,11,21,1,20,52.26,7995367198.0,Technology,Diversified Commercial Services,44,male, Dublin, Ireland,1080000000.0,407,11,1.730832689,1.678409958,1.9809636430000002,2.7907388660000003,No,Dec,1,0,0
AERI,124,261,2013,10,25,4,27,53.1,2097072990.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),64,male, Irvine, CA,-145110000.0,160,8,1.7157062180000002,2.298229616,2.4309511230000003,1.7801915369999999,Yes,Dec,1,0,0
AETI,108,261,1997,8,15,4,36,0.7979999999999999,6979035.882,Energy,Industrial Machinery/Components,46,male, Houston, TX,-2230000.0,246,51,-2.484480107,0.083682645,0.901522237,1.258823225,Yes,Dec,1,0,1
AFH,125,259,2013,2,12,1,30,11.4,136081458.0,Finance,Property-Casualty Insurers,46,male, Elk Grove Village, IL,-38810000.0,264,3,1.448197582,1.642942577,2.246519571,2.35770307,Yes,Dec,1,0,0
AFI,130,255,2016,3,17,3,24,13.84,356396635.7,Consumer Non-Durables,Plastic Products,52,male, Lancaster, PA,-41800000.0,3600,0,1.6960769530000002,1.299546376,0.618157953,0.077874072,Yes,Dec,1,1,0
AFSI,128,262,2006,11,13,0,32,12.59,2470871815.0,Finance,Property-Casualty Insurers,45,male, New York, NY,-348890000.0,9300,8,1.193379687,1.466193761,1.8784829859999999,2.581127188,Yes,Dec,1,0,0
AG,133,262,2008,10,27,0,27,6.58,1090445193.0,Basic Industries,Precious Metals,57,male, Vancouver, Canada,-69150000.0,800,29,-1.504532645,-2.328596582,-2.9667482589999996,-3.685119648,No,Dec,1,1,1
AGI,137,262,2008,10,27,0,16,5.65,2198710902.0,Basic Industries,Precious Metals,56,male, Toronto, Canada,34530000.0,800,5,-1.504532645,-2.328596582,-2.9667482589999996,-3.685119648,No,Dec,1,1,1
AGIO,131,172,2013,7,24,2,27,86.02,4931246261.0,Health Care,Major Pharmaceuticals,59,male, Cambridge, MA,-314670000.0,382,6,1.039196167,1.613120558,1.7388921999999998,1.924562221,Yes,Dec,1,1,0
AGLE,117,11,2016,4,7,3,28,9.01,150614187.4,Health Care,Major Pharmaceuticals,55,male, Austin, TX,-27240000.0,43,3,0.196999502,1.233091702,0.481894265,0.11577850599999999,Yes,Dec,0,0,0
AGNCB,132,204,2014,5,7,2,21,25.496,8833091316.0,Consumer Services,Real Estate Investment Trusts,53,male, Bethesda, MD,771000000.0,56,6,0.743212318,0.8835125159999999,1.304709485,1.427459364,Yes,Dec,1,1,0
AGNCN,79,177,2017,8,17,3,21,25.45,0.0,Consumer Services,Real Estate Investment Trusts,53,male, Bethesda, MD,771000000.0,56,9,-2.893165172,-0.43222809700000003,0.583381931,1.105234783,Yes,Dec,1,0,0
AGO,114,93,2004,4,23,4,21,37.25,4282550550.0,Finance,Property-Casualty Insurers,65,male, Hamilton, Bermuda,730000000.0,310,1,0.736616825,0.386142035,0.874513002,1.324892236,No,Dec,0,0,0
AGR,129,256,2015,12,17,3,14,50.93,15741774426.0,Public Utilities,Electric Utilities: Central,64,male, Orange, CT,381000000.0,6578,163,-1.1374300240000002,0.10816575699999999,-0.019607391000000002,-0.364506806,Yes,Dec,1,0,0
AGRX,128,261,2014,5,23,4,24,2.91,99662459.88,Health Care,Major Pharmaceuticals,57,male, Princeton, NJ,-28300000.0,21,17,2.033450949,1.891292648,1.7002617930000001,1.536192706,Yes,Dec,1,0,0
AGS,36,61,2018,1,26,4,13,21.32,751402144.0,Consumer Durables,Miscellaneous manufacturing industries,44,male, Las Vegas, NV,-45110000.0,560,5,1.855945229,2.428793157,2.632459623,2.9710764889999997,Yes,Dec,0,0,0
AGTC,124,253,2014,3,27,3,40,4.9,88714014.9,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),55,female, Alachua, FL,40700.0,72,15,-1.039260281,0.456307134,0.942331554,1.384432474,Yes,Jun,1,0,0
AHC,98,2,2008,1,23,2,21,5.25,114289654.5,Consumer Services,Newspapers/Magazines,61,male, Dallas, TX,10040000.0,1090,166,-1.290935874,-2.174193345,-2.631397169,-2.749244444,Yes,Dec,0,0,0
AHGP,117,22,2006,5,10,2,26,23.39,1400195570.0,Energy,Coal Mining,66,male, Tulsa, OK,185990000.0,3321,1,1.352068496,1.823234671,1.9342787259999998,1.9020006409999999,Yes,Dec,0,0,0
AHH,121,43,2013,5,8,2,31,13.67,616521798.2,Finance,Real Estate,59,male, Virginia Beach, VA,21050000.0,160,1,2.081572017,2.494431755,1.9704072819999998,2.3429760109999997,Yes,Dec,0,0,0
AHL,116,127,2003,12,4,3,32,43.95,2617815561.0,Finance,Property-Casualty Insurers,66,male, Hamilton, Bermuda,-267700000.0,1334,1,1.638821989,1.817335102,1.974953367,1.6269085580000002,No,Dec,0,0,0
AHP,117,31,2013,11,6,2,31,10.49,336941002.9,Consumer Services,Real Estate Investment Trusts,46,male, Vancouver, Canada,14400.0,152,45,1.035393677,1.854273101,2.252402536,1.7607792580000001,No,Dec,0,0,0
AHT,110,172,2003,8,26,1,29,6.91,672894963.9,Consumer Services,Real Estate Investment Trusts,56,male, Dallas, TX,-68360000.0,102,0,0.841053505,0.700710976,1.018440324,1.554004701,Yes,Dec,1,0,0
AIMC,124,261,2006,12,15,4,29,45.55,1338412276.0,Capital Goods,Industrial Machinery/Components,57,male, Braintree, MA,51430000.0,4580,2,2.113994285,1.769966469,1.8146154890000001,2.607972714,Yes,Dec,1,0,0
AIMT,120,96,2015,8,6,3,26,31.01,1799332985.0,Health Care,Major Pharmaceuticals,57,male, Brisbane, CA,-131330000.00000001,131,4,-0.6085282879999999,-0.8717663090000001,-0.533793513,0.55795148,Yes,Dec,0,0,0
AIPT,37,120,2010,4,9,4,27,0.9055,10688588.1,Health Care,Industrial Specialties,75,male, Eagan, MN,-7750000.0,17,8,1.897360062,1.748101044,2.306386609,1.6767220059999999,Yes,Dec,0,0,1
AIRG,111,261,2016,8,12,4,13,8.515,82097551.32,Technology,Radio And Television Broadcasting And Communications Equipment,55,male, San Diego, CA,1140000.0,79,13,1.6078170059999999,1.460924893,1.6139500740000001,1.828137396,Yes,Dec,1,0,1
AIZ,126,262,2004,2,5,3,14,92.5,4860167098.0,Finance,Accident &Health Insurance,55,male, New York, NY,519600000.0,14750,0,-0.656554744,0.992313071,1.5284461740000002,1.583630523,Yes,Dec,1,0,0
AKAO,114,89,2014,3,12,2,14,12.21,546096755.5,Health Care,Major Pharmaceuticals,47,male, South San Francisco, CA,-125620000.0,230,12,0.9673432670000001,1.3263699290000002,1.4653092369999998,1.709876067,Yes,Dec,0,0,0
AKBA,117,132,2014,3,20,3,25,9.95,481044401.5,Health Care,Major Pharmaceuticals,52,male, Cambridge, MA,-76910000.0,114,7,1.001225048,1.298116713,1.439835639,1.68019674,Yes,Dec,1,0,0
AKER,2,0,2009,9,15,1,21,0.5425,44470875.47,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,61,male, West Deptford, NJ,-5810000.0,32,20,1.683239201,1.602055705,1.879175782,1.4127359119999998,Yes,Dec,0,0,0
AKTS,55,137,2015,5,28,3,27,4.91,109594637.0,Public Utilities,Telecommunications Equipment,46,male, Huntersville, NC,-9110000.0,63,1,0.616583267,1.150270449,1.3027324470000001,1.513904081,Yes,Jun,1,0,0
AKTX,26,0,2013,5,7,1,22,1.97,29960502.69,Health Care,Major Pharmaceuticals,57,male, London, the United Kingdom,-32920000.0,800,8,2.0626671030000003,2.427125373,1.918341425,2.294369425,No,Dec,0,0,0
AL,120,31,2011,4,19,1,21,42.58,4426125895.0,Technology,Diversified Commercial Services,63,male, Los Angeles, CA,756150000.0,87,1,-0.444151623,0.084395687,0.859166434,1.330048258,Yes,Dec,0,0,0
ALDR,129,262,2014,5,8,3,30,14.55,987142131.0,Health Care,Major Pharmaceuticals,61,male, Bothell, WA,-288880000.0,193,10,0.543696736,0.8121470009999999,1.217626987,1.387906529,Yes,Dec,1,0,1
ALDX,123,201,2014,5,2,4,26,7.0,137654447.0,Health Care,Major Pharmaceuticals,46,male, Lexington, MA,-22340000.0,12,10,0.8326287840000001,0.96787617,1.431897439,1.491085024,Yes,Dec,1,0,0
ALGN,99,7,2001,1,26,4,22,265.5,21278226425.0,Health Care,Industrial Specialties,59,male, San Jose, CA,231420000.0,8715,4,1.221155705,0.200067233,-0.6377119529999999,-1.027241982,Yes,Dec,0,0,0
ALGT,123,261,2006,12,8,4,24,146.4,2352160049.0,Transportation,Air Freight/Delivery Services,67,male, Las Vegas, NV,191990000.0,3752,9,1.13426224,1.388189691,1.652731543,2.431216215,Yes,Dec,1,0,0
ALLE,128,212,2013,11,18,0,12,85.37,8125979135.0,Consumer Services,Diversified Commercial Services,59,male, Dublin, Ireland,273300000.0,10000,0,1.7446736530000002,1.764022701,2.240050086,1.872583015,No,Dec,1,0,0
ALLT,109,0,2006,11,16,3,25,5.31,178351292.3,Technology,Computer Communications Equipment,57,male, Hod-Hasharon, Israel,-18070000.0,477,10,2.136642033,1.7734499819999998,2.062190226,2.8576607110000003,No,Dec,0,0,0
ALLY,105,49,2014,1,28,1,19,27.38,11867104956.0,Finance,Finance: Consumer Services,45,male, Detroit, MI,926000000.0,7900,95,-2.079518084,-0.465655369,0.680038213,1.235127,Yes,Dec,0,0,0
ALNA,57,73,2017,11,2,3,28,13.68,283115206.1,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),63,male, Newton, MA,-21650000.0,800,6,1.538914832,1.614143189,2.092941894,1.837563065,Yes,Dec,0,0,0
ALNY,124,178,2004,5,28,4,29,95.84,9600425922.0,Health Care,Major Pharmaceuticals,54,male, Cambridge, MA,-490870000.0,749,2,1.273184579,-0.015952788,0.07960346,0.9303028720000001,Yes,Dec,1,0,0
ALPN,1,0,2009,9,21,0,28,7.75,107307151.0,Health Care,Major Pharmaceuticals,50,male, Seattle, WA,-7780000.0,38,-8,1.4296652719999998,1.56946026,1.9342876530000002,1.670765455,Yes,Dec,0,0,0
ALQA,14,232,1998,12,18,4,24,2.3099,11561536.89,Health Care,Medical/Dental Instruments,59,male, Yardley, PA,-27860000.0,60,1,1.116115513,1.301451527,1.3950777280000002,1.67055949,Yes,Dec,1,0,1
ALRM,130,201,2015,6,26,4,24,40.25,1900034134.0,Technology,Computer Software: Prepackaged Software,48,male, Tysons, VA,29240000.0,447,15,-0.269589696,-0.003803505,0.560651377,1.03728073,Yes,Dec,1,1,0
ALRN,94,123,2017,6,29,3,26,6.96,102551305.7,Health Care,Major Pharmaceuticals,52,male, Cambridge, MA,-22600000.0,800,12,-1.4003254619999999,0.711180629,1.113627352,1.4631354840000002,Yes,Dec,0,0,0
ALSK,102,74,1999,11,18,3,41,1.51,79313754.15,Public Utilities,Telecommunications Equipment,49,male, Anchorage, AK,-6100000.0,589,1,1.6011647519999999,2.352507596,2.312974309,2.03984391,Yes,Dec,0,0,0
ALSN,134,47,2012,3,15,3,35,41.48,5739175372.0,Capital Goods,Auto Parts:O.E.M.,60,male, Indianapolis, IN,504000000.0,2700,5,2.474793349,1.7686930319999998,1.954946139,1.867536801,Yes,Dec,0,1,0
ALV,118,165,1997,4,28,0,13,151.18,13166318962.0,Capital Goods,Auto Parts:O.E.M.,58,male, Stockholm, Sweden,427100000.0,72000,0,1.352065209,-0.5140907779999999,0.107951271,0.107951271,No,Dec,1,0,0
ALXN,96,185,1996,2,28,2,29,109.48,24343788764.0,Health Care,Major Pharmaceuticals,55,male, New Haven, CT,443300000.0,2525,4,0.0,0.0,0.0,0.0,Yes,Dec,1,0,0
AM,122,57,2014,11,5,2,28,26.77,5004238385.0,Public Utilities,Natural Gas Distribution,63,male, Denver, CO,237600000.0,593,1,1.54121138,1.394326764,1.734950318,1.8005725019999999,Yes,Dec,0,0,0
AMBA,134,258,2012,10,10,2,15,51.66,1737600218.0,Technology,Semiconductors,53,andy, Santa Clara, CA,18850000.0,706,8,-1.494847223,0.604610859,1.1441191000000002,1.3120631459999998,Yes,Jan,1,1,1
AMBC,120,251,2013,5,1,2,27,17.74,804193476.4,Finance,Property-Casualty Insurers,51,male, New York, NY,-328720000.0,113,22,0.7301105920000001,1.330031569,1.421872359,1.867642094,Yes,Dec,1,0,0
AMBR,116,22,2014,3,21,4,16,8.51,232508935.0,Technology,Computer Software: Prepackaged Software,55,male, East Rutherford, NJ,-12980000.0,692,24,0.572761293,1.085523431,1.319504883,1.60996497,Yes,Dec,0,0,0
AMC,134,261,2013,12,18,2,32,17.15,2191495223.0,Consumer Services,Movies/Entertainment,62,male, Leawood, KS,-487200000.0,39843,6,1.406772405,1.3192866140000001,1.7106357490000001,1.79514095,Yes,Dec,1,1,0
AMCN,106,56,2007,11,7,2,18,0.75,33883311.75,Technology,Advertising,49,male, Beijing, China,-65459999.99999999,410,0,-2.36397175,-0.596763067,-0.894718969,0.160478021,No,Dec,0,0,0
AMCX,132,258,2011,6,16,3,17,51.74,3140432150.0,Consumer Services,Television Services,66,male, New York, NY,471320000.0,2205,0,-1.5322295419999998,-2.142071875,-1.353630048,0.474519077,Yes,Dec,1,1,0
AMEH,16,74,2008,9,8,0,29,13.52,441112199.8,Consumer Services,Professional Services,44,male, Glendale, CA,-8970000.0,1149,7,-0.6450329570000001,-0.448276634,-1.03759877,-1.31716767,Yes,Mar,0,0,0
AMG,120,187,1997,11,21,4,31,171.36,9307405719.0,Finance,Investment Managers,55,male, West Palm Beach, FL,689500000.0,4400,4,1.524042635,1.100761046,1.235479813,1.4418462719999998,Yes,Dec,1,0,0
AMGP,107,35,2017,5,4,3,22,16.57,3085163312.0,Public Utilities,Natural Gas Distribution,64,male, Denver, CO,2330000.0,800,4,1.279192567,1.287122377,1.297705876,1.7281495919999998,Yes,Dec,0,0,0
AMH,133,254,2013,8,1,3,21,19.89,5704547054.0,Consumer Services,Real Estate Investment Trusts,56,male, Agoura Hills, CA,81000000.0,1135,2,1.315754459,1.998941795,1.929864796,2.035689639,Yes,Dec,1,1,0
AMID,131,84,2011,7,27,2,31,11.35,599878735.2,Public Utilities,Natural Gas Distribution,54,female, Houston, TX,-263019999.99999997,490,2,-1.074911677,-0.532353159,-0.533116072,0.6627702679999999,Yes,Dec,0,1,0
AMKR,101,9,1998,5,1,4,22,10.24,2452450908.0,Technology,Semiconductors,54,male, Tempe, AZ,260709999.99999997,29300,12,0.7289906429999999,1.205641444,1.611999693,2.0715946119999997,Yes,Dec,0,0,0
AMOV,115,22,2001,2,7,2,29,19.45,64246473826.0,Public Utilities,Telecommunications Equipment,52,male, Mexico City, Mexico,29330000000.0,800,1,-0.067764431,0.030860992,-0.772747416,-1.217068269,No,Dec,0,0,0
AMP,124,234,2005,9,15,3,35,143.59,20977441747.0,Finance,Investment Managers,59,male, Minneapolis, MN,1480000000.0,9900,22,0.556820125,0.489377745,1.057847226,1.224439824,Yes,Dec,1,0,0
AMPH,128,262,2014,6,25,2,31,19.18,889004412.1,Health Care,Major Pharmaceuticals,70,male, Rancho Cucamonga, CA,4510000.0,1644,18,1.218119892,1.772708681,2.083615689,1.840388135,Yes,Dec,1,0,0
AMRC,126,241,2010,7,22,3,14,12.1,548383107.8,Basic Industries,Engineering & Construction,70,male, Framingham, MA,37490000.0,1049,10,1.063053863,-0.215313235,-0.527504348,-0.001408642,Yes,Dec,1,0,0
AMRK,115,14,2014,3,17,0,28,12.84,90283818.0,Basic Industries,Other Specialty Stores,54,male, Santa Monica, CA,7090000.0,127,49,0.285526778,0.977160441,1.262536449,1.5772010019999998,Yes,Jun,0,0,0
AMRS,119,262,2010,9,28,1,12,6.45,296975176.4,Basic Industries,Major Chemicals,49,male, Emeryville, CA,-72330000.0,414,7,1.266920124,1.70575714,0.661146189,0.899353837,Yes,Dec,1,0,0
AMSF,124,261,2005,11,18,4,15,55.3,1064299100.0,Finance,Property-Casualty Insurers,46,male, DeRidder, LA,46230000.0,438,20,1.7599992130000002,1.88144999,1.976128359,2.147263864,Yes,Dec,1,0,0
AMT,122,237,1998,2,27,4,33,138.52,61169642990.0,Consumer Services,Real Estate Investment Trusts,57,male, Boston, MA,1240000000.0,4752,3,1.60955025,2.168875851,2.640687996,1.903198221,Yes,Dec,1,0,0
AMTD,117,188,1997,3,4,1,33,60.49,34320170832.0,Finance,Investment Bankers/Brokers/Service,52,male, Omaha, NE,872000000.0,10412,26,-0.663701319,0.8535474540000001,0.9392125570000001,0.9392125570000001,Yes,Sep,1,0,0
AMTX,86,99,2006,6,27,1,12,1.71,34581141.9,Basic Industries,Major Chemicals,53,male, Cupertino, CA,-30300000.0,140,1,-0.901285945,-1.627560229,-1.960059979,-0.400335814,Yes,Dec,0,0,0
AMX,126,61,2001,2,7,2,29,19.49,64378600250.0,Public Utilities,Telecommunications Equipment,52,male, Mexico City, Mexico,29330000000.0,800,1,-0.067764431,0.030860992,-0.772747416,-1.217068269,No,Dec,0,0,0
AMZN,114,226,1997,5,15,3,16,1441.5,698000000000.0,Consumer Services,Catalog/Specialty Distribution,53,male, Seattle, WA,3030000000.0,566000,3,1.502561974,2.035668675,2.426575681,2.426575681,Yes,Dec,1,0,1
ANAB,140,262,2017,1,26,3,16,87.49,2083129376.0,Health Care,Major Pharmaceuticals,40,male, San Diego, CA,-30070000.0,60,12,2.000942174,1.339305493,2.032312444,1.783184484,Yes,Dec,1,1,1
ANCB,89,78,2011,1,26,2,14,24.5,60858735.0,Finance,Banks,71,male, Lacey, WA,2350000.0,103,3,1.522068625,1.643623821,1.712542948,2.196610292,Yes,Jun,0,0,0
ANDE,89,2,1996,2,20,1,19,33.25,946863309.0,Consumer Services,Farming/Seeds/Milling,58,male, Maumee, OH,42510000.0,1843,49,0.0,0.0,0.0,0.0,Yes,Dec,0,0,0
